apfdc,label,order
0.989713889046,6,6
0.990582891895,6,6
0.991014293302,6,6
0.992339093341,6,6
0.992542300209,6,6
0.992915381044,6,6
0.993726504757,6,6
0.993798415379,6,6
0.993819162285,6,6
0.99388475423,6,6
0.998340877561,7,7
0.998442970253,7,7
0.998485517383,7,7
0.998660862691,7,7
0.998755181356,7,7
0.998824267916,7,7
0.998902980746,7,7
0.999134543419,7,7
0.999153546231,7,7
0.999291583835,7,7
0.956281076483,12,12
0.95675606478,12,12
0.958433227784,12,12
0.959153928678,12,12
0.959185790197,12,12
0.959216699087,12,12
0.959315625487,12,12
0.959434870985,12,12
0.959544840928,12,12
0.959580698417,12,12
0.992158873435,17,17
0.993078696011,17,17
0.993616787492,17,17
0.994195539951,17,17
0.994271081209,17,17
0.994345335444,17,17
0.99442107918,17,17
0.994596865309,17,17
0.994626140612,17,17
0.995933146184,17,17
0.988484465755,38,38
0.988893867969,38,38
0.989362522846,38,38
0.989384553458,38,38
0.989438621261,38,38
0.989576574858,38,38
0.989731959269,38,38
0.989767204214,38,38
0.990858526509,38,38
0.991032410985,38,38
0.984233669957,39,39
0.984554996492,39,39
0.984659724411,39,39
0.985945523157,39,39
0.986459212121,39,39
0.986906891954,39,39
0.987463930197,39,39
0.987648164636,39,39
0.988128947555,39,39
0.988845639225,39,39
0.994218196587,51,51
0.995692728576,51,51
0.995832009788,51,51
0.99599008035,51,51
0.996298687462,51,51
0.996301876763,51,51
0.997269937983,51,51
0.997375522195,51,51
0.997440030523,51,51
0.997535208516,51,51
0.987337991712,52,52
0.987582611197,52,52
0.988071665655,52,52
0.988526212173,52,52
0.989076062674,52,52
0.98930982882,52,52
0.989997921863,52,52
0.99034923733,52,52
0.990785368098,52,52
0.991146876323,52,52
